rating,title,text,helpful_vote,verified_purchase,label,review_length,exclamation_count,positive_words,negative_words,question_mark_count,contains_image,user_review_burst,is_burst_review
5,Excellent for cracked skin on feet!,"I really, really love this stuff! I've always had bad feet, but had never lived in such a dry climate as Nevada. My fingernails all cracked and tore within a couple of weeks of moving here late last summer, and my feet weren't much better. Enter winter. My hands improved with regular trips for a manicure and frequent application of hand lotion, but only this Gold Bond Pedi Smooth cream has helped my feet. I lather it on every night before bed and apply an ""intensive"" form of a Nivea lotion before putting on socks in the morning. My feet are great now, and my manicurist agrees. The Gold Bond was OK on my hands, but it left a weird kind of stickiness on them and I stopped using it for hands. For feet, though, you can't beat it.",1,TRUE,0,608,0,4,0,0,0,99999,0
5,Absolute fav for brows,"As I makeup artist I have tried so many eyebrows pencils and I was very impressed when I used this for the first time .The quality is fantastic, , and the price is reasonable for what you get. . Creates such natural and wispy looking brows with such minimal effort and It stays put all day! I",0,TRUE,0,208,0,3,0,0,0,99999,0
5,Five Stars,Amazing hair! Will definitely be reordering!,2,TRUE,1,44,0,1,0,0,0,99999,0
5,Great buy,Got this for my mom and she loves it,0,TRUE,0,35,0,1,0,0,0,99999,0
5,Very good,"I love this so much it is color changing I gave one to my sisters and we all are in love with it. It is perfect if you don't want to wear lipstick but still want a little lip pop of color. It also smells really really good",0,TRUE,0,185,0,3,0,0,0,99999,0
5,Love them!,Great quality and so pretty! Would definitely recommend.,0,TRUE,0,48,0,2,0,0,0,99999,0
5,Go on so easy and beautiful!,"Was so easy to use and the images transfer perfectly and shinny! A little expensive, but worth it.",0,TRUE,1,88,0,2,0,0,0,99999,0
1,Nice,Photo doesn't show how bright it is.,0,FALSE,1,33,0,1,0,0,0,99999,0
5,Amazing,Pretty good.,0,FALSE,1,14,0,1,0,0,0,99999,0
5,Five Stars,You can never go wrong with clinique. I bought this package to travel with.,0,TRUE,0,74,0,1,0,0,0,99999,0
5,My feet feel pampered,"This is so easy to use. Like many, my feet have been neglected during the pandemic. I'm glad to have found this! My feet feel and look better.",0,FALSE,1,125,0,2,0,0,0,99999,0
4,Good value,"Worked great, looked beautiful",1,TRUE,0,33,0,1,0,0,0,99999,0
1,smallest lipgloss ever,"i orderd this thinking it would be a dupe for the door lip oil. hell nah this is so small don't get it",0,TRUE,0,96,0,0,0,0,1,99999,0
5,Great hair for the price. I'll be purchasing on the regular!!!!,Better than store bought,0,TRUE,1,53,1,2,0,0,0,99999,0
3,But still disappointed,"It work well ok, but the brush arrived with the brustles bent. For what I paid I'm not that upset. But still disappointed",0,TRUE,0,120,0,0,1,0,0,99999,0
5,I highly recommend it!!!,"This straightener warms up quickly, the warmth is just enough to help my hair do what I want, either straight or curl. It's easy to use, the display is easy to read and manipulate. I love the look of the tool itself.",0,TRUE,0,173,0,3,0,0,0,99999,0
5,WELL MADE,I really liked these crown headbands for my granddaughters. They look like the real thing.,0,TRUE,0,78,0,2,0,0,0,99999,0
4,Rough,Very tough to start.,0,TRUE,1,22,0,0,0,0,0,99999,0
4,Little glass bottles are what I needed.,"I bought these little bottles to fill up my little concotions that I make. It's cheaper than to buy it from the store. The units are about the right size. Maybe a 2.5oz would be good. I forget what the dang TSA limits are. I would give it 5 stars if it came with labels too.",1,TRUE,0,239,0,1,0,0,1,99999,0
1,One Star,"Terrible quality. The glue was dried up. Huge disappointment!! Will not buy again!",1,TRUE,0,70,2,0,0,0,0,99999,0
5,Great for beard grooming,"These are the best beard combs I've had. Way better than the heavy, bulky, and expensive wooden ones. The comb works great, is comfortable in my pocket, and if I lose it...no big deal, grab another.",0,TRUE,0,184,0,3,0,0,0,99999,0
1,Rude!!,Rude!!,0,TRUE,1,6,2,0,0,0,0,99999,0
5,Five Stars,It's very nice and durable!,1,TRUE,1,30,0,1,0,0,0,99999,0
5,Five Stars,"Really intensifies brown eyes beautifully. Full brush gives great coverage with one or two swipes!",8,TRUE,0,95,0,2,0,0,0,99999,0
4,This product helped and was fairly comfortable. The elastic band didn't sit in place very ...,"I had Bells Palsy after a craniotomy. My left eye wouldn't close all the way or produce tears leaving my eye very dry. This product helped and was fairly comfortable. The elastic band didn't sit in place very well. I had to readjust a lot. The foam was comfy but yellowed quickly. I suspect it wouldn't last too long.",2,TRUE,0,267,0,1,1,0,0,99999,0
5,Great product,"I got this product earlier than I expected. It smells so good, and I really like the color. Even though I haven't tried it yet, I still think this is a good quality cream blush. I hope Too Faced won't discontinue it.",0,TRUE,0,184,0,3,0,0,0,99999,0
3,Not for all around use too long of needles,Description should have given more info,0,TRUE,1,38,0,0,0,0,0,99999,0
5,Great,"This bubbly, foamy mask is so cool! I love it! And it works great!",0,FALSE,1,66,2,3,0,0,0,99999,0
4,Four Stars,"Loved this. Although, if I had gotten a shade lighter it would've been perfect.",0,TRUE,0,70,0,1,0,0,0,99999,0
2,Not very good,"I bought this as a gift for my niece. The lipstick sets in a cute box but unfortunately it was torn open. Out of all the fall colors they could put in this box...2 were in the brown family and holding them together I think, I THINK they may be two different shades, 4 were the same mauve with a hint of orange, 1 straight mauve, 3 of the same orange, 1 red orange and 1 pink orange. A complete missed opportunity to have 12 DIFFERENT fall colors. Several lip sticks are cracked, the individual lip stick packaging is horrible. The plastic wrapper around some of the tubes are cut jagged or do not fit properly and I still cannot get over the colors. For the price I wasn't expecting high end quality but I did expect 12 fall related options for a teenager to experiment with. Instead I will keep the two brown shade for quick trips to the store on weekends and donate the ones that aren't cracked.",0,TRUE,0,716,1,0,1,0,0,99999,0
5,Easy to use!,"I really like the set because it is very cost effective. Other professional set costs a lot more. Professional scissors normally $50+.<br />The stainless steel for the scissors has good quality. They cut really well and have good handling in hands.",0,TRUE,0,188,0,3,0,0,1,99999,0
1,Wonderful,Great!,0,FALSE,1,7,0,1,0,0,0,99999,0
5,Good color and fit,Just received wig and tried it on and that point I liked it. Right color and style.,1,TRUE,0,79,0,1,0,0,0,99999,0
5,Now you don't need to ask anyone to scrub your back,You,0,TRUE,1,33,0,0,0,0,0,99999,0
5,Beautiful colors of pua!,"These pua's were a hit at our luau with our little girls and their parents! They are prefect for girls ages from 5-9 years old. They preformed a hula number and became a hit. I remember after our show a few little girls who didn't dance came up to me asked if they could of a pua for their hair!!<br />Thank you Youbasically for making these beautiful hair clips! I would of have paid more in shipping fees if I had real ones send from home (Hawaii) these are the next best thing!<br />Aloha!",1,TRUE,1,413,2,4,0,0,0,99999,0
4,So when I saw this big bottle I was like why not give this a try,"So this review is going to be a lot different than the orthers because I got this conditioner with the sole purpose of using it on my hair that I use to make my wigs. I make chrocet wigs for a living and I have noticed that the hair after curling it with hot water sometimes the hair feels rough and smells different. So when I saw this big bottle I was like why not give this a try. From other reviews and from reading the ingredients list I have seen that this is not an organic prodcut as cliamed. This sis not a proble for me as I am using it for my wig hair and not my own, Now on to how the prodcut made the hair feel, I have to say the prodcut made the hair feel a little softer and it even gave the hair some shine. The hair also smells great after. I would curl the hair on the rod first then pour the hot water on. I then reove the hair from the rod and then I add a nice size pump of condititer to the hair pile, and let the hair dry. I also believe this has helped the hair hold its curl and control the frizz of the hair.",0,FALSE,1,833,0,2,1,0,0,99999,0
4,Four Stars,Works good. You just have to monitor the water level.,1,TRUE,0,55,0,1,0,0,0,99999,0
5,Highly recommend,"I received this massage bar by Lush cosmetics as a Christmas gift. My husband and I both have been suffering with plantar fasciitis for many months and have tried everything including injections, boots, insoles etc but nothing worked. After using this bar for a week (we both use it before bed on out feet) the pain is indefinitely diminished. The smell, though some may find too much, I love as well. Bonus of smooth feet that smell great. Highly recommend. Ordered 2 more bars to give as gifts.",0,FALSE,1,357,0,2,0,0,0,99999,0
5,Will buy again !! Great hair,Great hair !! Soft and curls good also true to length!!,0,TRUE,1,57,2,2,0,0,0,99999,0
5,This was abysmal but I had fun making it,"Got this for my first time cosplaying as Fushiguro and man, the project on this one took a bit of team work, the spiking took a lot of effort to make it stay but just know, lots of hair gel and touchable hair spray is your friend.",0,TRUE,0,207,0,1,0,0,1,99999,0
3,A little dull,Not as sparkly as I'd hoped.,0,TRUE,1,29,0,0,1,0,0,99999,0
1,Not what I ordered - buyer beware.,"I had purchased this previously. Despite people complaining about the pumice/lava rock, I rather liked the soap bar and the smell. So much so, that when I ran out I came right back to my order history and ordered it again. Much to my dismay the product that came was different. Gone were the exfoliating bits, and the scent, and now there was an offensive patchouli and citrus smell. I quickly logged onto the Amazon page to verify I wasn't going crazy, and low and behold the description now said &#34;patchouli, orange and lavender&#34; instead of &#34;subtle notes of woods, leather, and musk&#34;. I logged onto the manufacturers website, and they still had pictures of the old bar, but their website was now updated to the new scent as well.<br /><br />I wouldn't mind if they changed their product, but I feel like going to a polar opposite (subtle wood, leather and musk to strong offensive patchouli, orange and lavender) experience is borderline bait and switch.",3,TRUE,0,756,0,0,3,0,0,99999,0
2,Contains alcohol,I wish this product would have been more clear about the fact that it contains alcohol. I needed alcohol free.,2,TRUE,0,98,0,0,1,0,0,99999,0
5,Easy and fast fix,"I love this little whitening pen!<br />I keep one in my purse and one at home so if I notice that I need to brighten up my teeth while im out I can just do it immediately. Works well, doesn't make my teeth sensitive or have a nasty flavor.",0,TRUE,0,211,0,3,0,0,0,99999,0
3,Ok product,"I received 2 and the first one I opens something Broke inside so the mascara came out in a huge clump on the applicator. Some sort of squeegee thing inside the tube came loose. Other 1 works fine but it's very flaky mascara",0,TRUE,0,166,0,0,1,0,0,99999,0
5,Five Stars,Easy to use and affordable,0,TRUE,1,25,0,1,0,0,0,99999,0
3,Too much fragrance,"The conditioner works well but the fragrance is way too overpowering. Wish it came in unscented.",0,FALSE,1,81,0,0,1,0,0,99999,0
5,I would definitely buy these again!!,"I really like the length of these nail forms and they're super sturdy so they stay in place during application which is a huge plus, especially if you're a beginner nail tech!! I've used a few different brands of nail forms and these topped all of them so far, the only thing I would ask to be changed about them is how many come in a package… I wish there were more lol!!",4,TRUE,1,269,3,2,0,0,0,99999,0
5,Wonderful,This is absolutely amazing!!!,0,FALSE,1,29,1,2,0,0,0,99999,0
2,Two Stars,cheaply made,0,TRUE,1,13,0,0,1,0,0,99999,0
5,Good purchase,"I use this to put my alcohol and use for work or travel. The spray is nice and bottle looks high end.",0,TRUE,0,85,0,2,0,0,0,99999,0
5,Five Stars,"adorable designs, just wish the images were engraved slightly deeper like bundle monsters'",0,TRUE,1,73,0,1,0,0,0,99999,0
5,Five Stars,Perfect:),0,TRUE,1,9,0,1,0,0,0,99999,0
1,Perfect,Great!,0,FALSE,1,7,0,1,0,0,0,99999,0
